717;9.24;25.54;5.00
718;9.25;24.63;5.00
719;9.23;23.66;5.00
720;9.20;22.72;5.00
721;9.15;21.83;5.00
722;9.08;20.98;5.00
723;9.02;20.15;5.00
724;8.96;19.35;5.00
725;8.91;18.62;5.00
726;8.88;18.06;5.00
727;8.87;17.81;5.00
728;8.88;17.94;5.00
729;8.90;18.51;5.00
730;8.93;19.45;5.00
731;8.96;20.61;5.00
732;8.98;21.78;5.00
733;8.98;22.78;5.00
734;8.96;23.49;5.00
735;8.92;23.87;5.00
736;8.86;24.02;5.00
737;8.80;24.11;5.00
738;8.75;24.33;5.00
739;8.71;24.81;5.00
740;8.70;25.62;5.00
741;8.72;26.68;5.00
742;8.78;27.84;5.00
743;8.87;28.90;5.00
744;8.99;29.70;5.00
745;9.12;30.14;5.00
746;9.27;30.20;5.00
747;9.41;29.98;5.00
748;9.53;29.60;5.00
749;9.63;29.18;5.00
750;9.70;28.82;5.00
751;9.74;28.53;5.00
752;9.77;28.29;5.00
753;9.79;28.08;5.00
754;9.80;27.87;5.00
755;9.82;27.69;5.00
756;9.85;27.63;5.00
757;9.90;27.78;5.00
758;9.97;28.23;5.00
759;10.06;28.99;5.00
760;10.17;29.98;5.00
761;10.28;31.04;5.00
762;10.39;31.99;5.00
763;10.50;32.63;5.00
764;10.60;32.84;5.00
765;10.69;32.64;5.00
766;10.77;32.12;5.00
767;10.86;31.49;5.00
768;10.96;30.98;5.00
769;11.07;30.75;5.00
770;11.20;30.90;5.00
771;11.36;31.37;5.00
772;11.54;32.06;5.00
773;11.74;32.78;5.00
774;11.94;33.38;5.00
775;12.14;33.77;5.00
776;12.31;33.94;5.00
777;12.45;33.97;5.00
778;12.54;33.96;5.00
779;12.59;34.03;5.00
780;12.57;34.21;5.00
781;12.50;34.53;5.00
782;12.39;34.91;5.00
783;12.24;35.28;5.00
784;12.07;35.61;5.00
785;11.89;35.89;5.00
786;11.71;36.19;5.00
787;11.53;36.58;5.00
788;11.37;37.14;5.00
789;11.22;37.87;5.00
790;11.07;38.73;5.00
791;10.93;39.55;5.00
792;10.78;40.16;5.00
793;10.63;40.40;5.00
794;10.46;40.18;5.00
795;10.29;39.53;5.00
796;10.10;38.59;5.00
797;9.92;37.58;5.00
798;9.75;36.75;5.00
799;9.59;36.28;5.00
800;9.45;36.27;5.00
801;9.35;36.68;5.00
802;9.27;37.39;5.00
803;9.22;38.20;5.00
804;9.19;38.94;5.00
805;9.18;39.51;5.00
806;9.16;39.85;5.00
807;9.14;40.02;5.00
808;9.10;40.09;5.00
809;9.04;40.14;5.00
810;8.96;40.20;5.00
811;8.86;40.24;5.00
812;8.75;40.20;5.00
813;8.64;39.99;5.00
814;8.54;39.57;5.00
815;8.46;38.94;5.00
816;8.40;38.18;5.00
817;8.37;37.40;5.00
818;8.37;36.68;5.00
819;8.38;36.07;5.00
820;8.41;35.54;5.00
821;8.43;34.97;5.00
822;8.44;34.21;5.00
823;8.43;33.14;5.00
824;8.39;31.68;5.00
825;8.32;29.88;5.00
826;8.21;27.91;5.00
827;8.08;25.98;5.00
828;7.94;24.36;5.00
829;7.79;23.21;5.00
830;7.64;22.64;5.00
831;7.51;22.58;5.00
832;7.39;22.91;5.00
833;7.29;23.42;5.00
834;7.21;23.91;5.00
835;7.14;24.27;5.00
836;7.07;24.45;5.00
837;7.00;24.48;5.00
838;6.93;24.45;5.00
839;6.85;24.44;5.00
840;6.76;24.48;5.00
841;6.67;24.57;5.00
842;6.59;24.64;5.00
843;6.51;24.64;5.00
844;6.46;24.53;5.00
845;6.43;24.35;5.00
846;6.44;24.18;5.00
847;6.47;24.12;5.00
848;6.54;24.29;5.00
849;6.63;24.73;5.00
850;6.72;25.39;5.00
851;6.82;26.15;5.00
852;6.90;26.83;5.00
853;6.95;27.27;5.00
854;6.98;27.39;5.00
855;6.98;27.19;5.00
856;6.96;26.79;5.00
857;6.92;26.39;5.00
858;6.87;26.19;5.00
859;6.83;26.36;5.00
860;6.82;26.93;5.00
861;6.83;27.86;5.00
862;6.88;28.98;5.00
863;6.97;30.08;5.00
864;7.10;30.99;5.00
